,Highest Bid,Highest Bidder,Second Highest Bid,Second Highest Bidder
0,0.0,None,0.0,None
1,678.1460433641356,EarlyBidder,512.8406070839894,EarlyBidder
2,678.1460433641356,EarlyBidder,512.8406070839894,EarlyBidder
3,678.1460433641356,EarlyBidder,512.8406070839894,EarlyBidder
4,678.1460433641356,EarlyBidder,512.8406070839894,EarlyBidder
5,678.1460433641356,EarlyBidder,561.6265122876695,EarlyBidder
6,678.1460433641356,EarlyBidder,561.6265122876695,EarlyBidder
7,678.1460433641356,EarlyBidder,561.6265122876695,EarlyBidder
8,678.1460433641356,EarlyBidder,561.6265122876695,EarlyBidder
9,678.1460433641356,EarlyBidder,578.2067351288911,EarlyBidder
10,678.1460433641356,EarlyBidder,578.2067351288911,EarlyBidder
11,678.1460433641356,EarlyBidder,583.679480040696,EarlyBidder
12,678.9735885807995,EarlyBidder,678.1460433641356,EarlyBidder
13,678.9735885807995,EarlyBidder,678.1460433641356,EarlyBidder
14,701.6094842847787,EarlyBidder,678.9735885807995,EarlyBidder
15,701.6094842847787,EarlyBidder,685.249269007286,EarlyBidder
16,754.2642245360585,EarlyBidder,724.1769446713366,EarlyBidder
17,784.5690456344519,EarlyBidder,754.2642245360585,EarlyBidder
18,840.5993668414978,EarlyBidder,784.5690456344519,EarlyBidder
19,847.0998905772831,EarlyBidder,840.5993668414978,EarlyBidder
20,847.0998905772831,EarlyBidder,840.5993668414978,EarlyBidder
21,847.0998905772831,EarlyBidder,840.5993668414978,EarlyBidder
22,847.0998905772831,EarlyBidder,840.5993668414978,EarlyBidder
23,847.0998905772831,EarlyBidder,840.5993668414978,EarlyBidder
24,847.0998905772831,EarlyBidder,840.5993668414978,EarlyBidder
25,847.0998905772831,EarlyBidder,840.5993668414978,EarlyBidder
26,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
27,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
28,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
29,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
30,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
31,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
32,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
33,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
34,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
35,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
36,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
37,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
38,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
39,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
40,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
41,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
42,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
43,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
44,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
45,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
46,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
47,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
48,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
49,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
50,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
51,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
52,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
53,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
54,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
55,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
56,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
57,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
58,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
59,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
60,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
61,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
62,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
63,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
64,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
65,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
66,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
67,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
68,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
69,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
70,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
71,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
72,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
73,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
74,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
75,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
76,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
77,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
78,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
79,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
80,892.389460414291,EarlyBidder,847.0998905772831,EarlyBidder
81,898.0047589291898,SniperBidder,898.0047589291898,SniperBidder
82,1028.8857939816053,EarlyBidder,898.0047589291898,SniperBidder
83,1028.8857939816053,EarlyBidder,898.0047589291898,SniperBidder
84,1028.8857939816053,EarlyBidder,898.0047589291898,SniperBidder
85,1028.8857939816053,EarlyBidder,898.0047589291898,SniperBidder
86,1028.8857939816053,EarlyBidder,898.0047589291898,SniperBidder
87,1028.8857939816053,EarlyBidder,898.0047589291898,SniperBidder
88,1028.8857939816053,EarlyBidder,898.0047589291898,SniperBidder
89,1028.8857939816053,EarlyBidder,898.0047589291898,SniperBidder
90,1028.8857939816053,EarlyBidder,898.0047589291898,SniperBidder
91,1028.8857939816053,EarlyBidder,898.0047589291898,SniperBidder
92,1028.8857939816053,EarlyBidder,898.0047589291898,SniperBidder
93,1028.8857939816053,EarlyBidder,898.0047589291898,SniperBidder
94,1028.8857939816053,EarlyBidder,898.0047589291898,SniperBidder
95,1028.8857939816053,EarlyBidder,898.0047589291898,SniperBidder
96,1028.8857939816053,EarlyBidder,898.0047589291898,SniperBidder
97,1028.8857939816053,EarlyBidder,898.0047589291898,SniperBidder
98,1028.8857939816053,EarlyBidder,898.0047589291898,SniperBidder
99,1028.8857939816053,EarlyBidder,898.0047589291898,SniperBidder
100,1028.8857939816053,EarlyBidder,898.0047589291898,SniperBidder
101,0.0,None,0.0,None
102,1113.2783082864282,EarlyBidder,577.6831350010965,EarlyBidder
103,1113.2783082864282,EarlyBidder,577.6831350010965,EarlyBidder
104,1113.2783082864282,EarlyBidder,577.6831350010965,EarlyBidder
105,1113.2783082864282,EarlyBidder,577.6831350010965,EarlyBidder
106,1113.2783082864282,EarlyBidder,577.6831350010965,EarlyBidder
107,1113.2783082864282,EarlyBidder,629.4453408212623,EarlyBidder
108,1113.2783082864282,EarlyBidder,708.9096575826823,EarlyBidder
109,1113.2783082864282,EarlyBidder,708.9096575826823,EarlyBidder
110,1113.2783082864282,EarlyBidder,708.9096575826823,EarlyBidder
111,1113.2783082864282,EarlyBidder,778.1931421887263,EarlyBidder
112,1113.2783082864282,EarlyBidder,778.1931421887263,EarlyBidder
113,1113.2783082864282,EarlyBidder,778.1931421887263,EarlyBidder
114,1113.2783082864282,EarlyBidder,778.1931421887263,EarlyBidder
115,1113.2783082864282,EarlyBidder,885.9745069418933,EarlyBidder
